,movie,user_review_permalink,user_review,gpt_movie_title
990,Bringing Up Baby,https://www.imdb.com/review/rw2934579/,"I am a movie buff. So to say that this is my #1 favorite movie comedy of all time is saying something. But I don't think any movie critic could ever argue against putting this film - at the very least - in the Top 10 very best comedies ever made. Nor is there a comedy, I believe, that has a greater chemistry than exists between the main characters (including the delightful contributions by character actors May Robson, Charlie Ruggles and Barry Fitzgerald). You might then wonder why I'm going to confess I would not put it amongst the Top 10 ROMANTIC comedies. It is, at least on the surface, a romantic comedy. But the romantic side of this doesn't work quite as well as the comedy - for my money. Yet, that being said, I'd still argue it should be listed in the Top 50 top romantic comedies ever (which is still saying something). This is not to take away from the film but to say that romance really isn't a strong component of this film - nor was it (I believe) meant to be. It's just a framework upon which to create a comic work of genius. (I'm not sure many would say Hepburn and Grant had a lot of romantic chemistry here. In other words, unlike When Harry Met Sally or The Shop Around The Corner, the resulting romance at the end of this film doesn't warm your heart quite as much; it's not as convincing or moving as other romantic comedies on a romantic level.) But that's a trifle. To fault it for that is just quibbling. Because here you have two of the greatest actors ever - Cary Grant and Katharine Hepburn - at their very funniest. You have a screenplay by Dudley Nichols and Hagar Wilde that crackles with wit and hilarity. You have a pace that's like a roller coaster and laughs that will have you on the floor at times. No male actor was better at comedy than Cary Grant and here he sets the standard for how to do it. No actor can best his performance here, nor have they come close - in my humble opinion. (Grant, of course, put in incredible comic performances earlier in The Awful Truth and later on in Arsenic And Old Lace and other movies; yet I still think he laid the law down especially in this movie. This is how you do it.) Katharine Hepburn - who was as good a comic actress as serious - was absolutely inspired in this film and was never better. Was there a better female acting performance in a comedy before this movie - funnier, more convincing, with more energy and sophistication? I'd argue not (although Claudette Colbert was brilliant in It Happened One Night and Irene Dunne was stellar in The Awful Truth, etc., etc.). And you'd be hard-pressed to find a better female comedic performance in a movie afterward - although TV's Lucille Ball and Carol Burnett would later raise the bar even higher, on the tube. But I wouldn't be surprised if they learned some lessons from Hepburn here. This is just a joy ride of genius that - like all great movies - is worth seeing again and again. With its sophisticated side and its more vaudeville-inspired physical humor, this fires on every cylinder and delights over and over again.",The Philadelphia Story
991,Duck Soup,https://www.imdb.com/review/rw0010518/,"I am genuinely mystified.  Make a movie with silly sight gags, a barrage of one-liners and all-around craziness in the 1990's, and the film is labelled as a pathetic comedy.  Yet that is all you find in ""Duck Soup"", and it is regarded as one of the classic comedies all of time.  Sure, I can understand how people want to pay homage to the pioneers of film, but all that the Marx Bros. did was to introduce the film-going public to prolonged stretches of insanity.  This was a HUGE disappointment.",Duck Soup
992,Duck Soup,https://www.imdb.com/review/rw0969119/,"I'm shocked, shocked at all the negative comments covering this comedy classic. The puns, the insults, are all now comedy classics. The Lemonade Stand & the Mirror Scenes also memorable. I hadn't seen the movie in around 15 years but bought the DVD so my 15 year old son could experience the Marxes. He loved it too.What I noticed for the first time was the satire of society, manners, government, the military, the bureaucracy (including Roberts Rules of Order). I can't recall any other comedy I've seen that satirizes on such a grand scale.For Marx Brothers fans this is a must see. It's the boys with no love story or musical interludes in the way.One word for those who disagree- ""Upstart"". :-)",N/A
993,Scarface,https://www.imdb.com/review/rw0009775/,"Howard Hawks directs this harsh and frank and sometimes humorous look at a small time gangster's(Paul Muni) taste of success before his mob world crumbles around him. This is one of the best gangster movies of the 1930's. Very well written and full of terrific characters. Fast paced and free flowing story line. My favorite scene is when the Muni character first gets his hands on a machine gun. This arrogant, violence driven mobster becomes child like with a brand new toy. Others in this fine crime drama are Osgood Perkins, George Raft, Ann Dvorak, Boris Karloff and C. Henry Gordon. Also notable are Karen Morley and Edwin Maxwell as the Chief of Detectives.Ambition, greed and pride come before a fall. The mob way or no way is a tough way to live. Excellent flick.",N/A
994,Scarface,https://www.imdb.com/review/rw1333370/,"Inevitably, Scarface will be compared with the near-contemporary gangster films, Little Caesar and Public Enemy, and Paul Muni with their stars Edward G. Robinson and James Cagney. What does it tell us about that era: that all three careers took off with portrayals of gang leaders? The three performances significantly differ. Robinson rises to the top by the use of a crafty intelligence as well as violence; Cagney by a type of shrewdness and personal charisma. Paul Muni's Tony Comonte is neither intelligent nor personable; his manners are crude; and at times he is almost childlike in his behavior: for instance, when he is enjoying a play and is interrupted after the second act, summoned to do another killing,and leaves a henchman behind, who can tell him later how it came out, then is delighted to hear that the ""guy with the collar"" didn't get the girl; rather, the rougher suitor. He can be described as cunning and animistic: a young wolf who eliminates any rival who stands in his way; finally the leader of the pack One can be moved by Robinson's last words, ""Is this the end of Little Caesar?"" or by Cagney's body falling through the open door of his family home, he having been killed off-screen. Comonte's death is that of a trapped or cornered animal, wordless in a beautifully staged sequence,as brutal as his life, depicted for the audience in every detail. Of the three portrayals, Muni's comes across to me as the most chilling, in its enactment of instinctive evil. How ironic that He would later win his greatest fame for his performances as Emile Zola and Louis Pasteur.",N/A
995,Frankenstein,https://www.imdb.com/review/rw2107713/,"""We are about to unfold the story of Frankenstein, a man of science who sought to create a man after his own image without reckoning upon God. It is one of the strangest tales ever told. It deals with the two great mysteries of creation – life and death. I think it will thrill you. It may shock you. It might even – horrify you. So if any of you feel that you do not care to subject your nerves to such a strain, now's your chance to – uh, well, we warned you"". -Edward Van Sloan.Although this movie does not shock or thrill, it fascinates. The movie's cast is well worth repeating, Colin Clive, Boris Karloff, Mae Clarke, Edward Van Sloan, ETC. The movie contains obvious hints to German Expressionism, as the production team was inspired by films like Nosferatu, or The Cabinet of Dr. Caligari. The Gothic style fits the setting and the sets work beautifully. This movie would forever solidify Frankenstein in media and launched Boris Karloff into stardom. Although there is no musical score,it still works well without it as the horrifying scenes are much more emphasized than if it had music. All in all, this is a movie everyone should see, if you haven't seen it, go ahead and view this masterpiece. If you have seen it, now is the time for you to watch it again. ""However, if you do not care to put your nerves in such a strain, now's your chance to-uh, well, we warned you"".",Frankenstein
996,Roma,https://www.imdb.com/review/rw4638962/,"After forcing myself to watch this film to the end I just cannot understand the positive comments concerning the film. The film had no interest for me, I felt no emotion, I felt nothing. Someone mentioned the Emperor's New Clothes !!!. After seeing the BAFTA awards and some of the comments I think I have to admit to myself that I know nothing about film art and must be a complete moron on the subject. Some excellent nominations this year and they pick this film. I cannot remember watching a film that had so little interest for me. I have studied the positive comments and still cannot understand why it is claimed to be so good.
Please someone agree with me.",N/A
997,God's Own Country,https://www.imdb.com/review/rw3645525/,"Saw this at the Berlinale 2017, where it was part of the Panorama section. It all happens within an unusual yet very nice setting of a farm miles from anywhere, showing how a romance develops between young farmer Johnny and a Romanian temporary farm hand. I grew up on a farm myself, and thus welcome seeing people on screen who know how to handle animals, together with demonstrating that farming is not so romantic as many think, but in fact is a 24/7 job under often unaccommodating circumstances, like cattle diseases, uncertain weather and a resisting soil.The dramatic developments are nicely spread over time. I was happy to see that the story was less predictable than one assumes after having read the synopsis. Unlike in other movies, this time it is not the village people that cause trouble by frowning on gay relationships. Even Johnny's father and grandma don't make a fuss when finding out what is happening between Johnny and Gheorghe. I like these deviations from the usual downtrodden path, and I applaud that this movie introduces new elements. It allows us to follow the interesting route that this relationship takes, in any case not straight from A to B (I use the word ""straight"" here with hesitation, no pun intended).An important plot element is that Johnny cannot cope with all the work before him, next to his ailing father who wants things done the way he always did in past years, issuing commands and criticism to that effect, without even considering to drop some parts of the farm or using new techniques that may help alleviate the workload. It is remarkable that Johnny does not stand up against the status quo. Even when halfway the running time the father falls victim to a second stroke, one that does not bode well for his complete recovery, Johnny insists that he ""will manage"" despite demonstrating that he cannot.An external trigger event is definitely needed in making very apparent that there is more work than there is time. His father's stroke in combination with Gheorghe's decision to leave due to anticipating problems in his relationship with Johnny, forces a breakthrough. Johnny tells his father that he leaves the farm for a short while (to meet Gheorghe, and to convince him to return), and that he has plans how the farm should be run after his return. He insists that several things must change to start doing things his way, and that he cannot continue at all cost how his father did it in the past.All the above combined takes care that there are ample developments to keep us awake all the running time. The characters are interesting enough and not made from cardboard, and the turns of events are not caused by the usual interference from the villagers when gay relationships are involved, but come directly from unlucky circumstances and doubtful decisions by the main protagonists.All in all, next to downplaying the overly popular romantic view on running a farm, this movie also does a good job of introducing a fresh take on gay relationships. Sex is not the main binding element here, nor is resistance from the environment an issue driving them apart. Though not essential for the plot, sightseeing through the landscapes of Yorkshire works as icing on the cake. A minor problem that I have with the plot is that Johnny continues too long on his father's leash, and is very late with allowing extra help or forcing some other way out of the work overload. Even after his father's second stroke, when it becomes abundantly clear that he cannot cope, he still insists that he ""will manage"". I missed the reasons behind the overdue switch to his new attitude that ""things have to change here"". Maybe a nitpick on a well-made movie, that has a lot of other things to offer, making it a worthwhile watch anyway.",God's Own Country
998,God's Own Country,https://www.imdb.com/review/rw4073025/,"What a wonderful and unusual experience, to see a film without knowing anything about it. Before I knew it I was in Yorkshire. The silence was deafening, emotions unspoken. Then, Josh O'Connor - a miraculous actor - I didn't know who the actor was and that helped enormously to get sucked into his world - exterior and interior - and to live his experience fully. Alec Secareanu produces the perfect emotional blow. Roughness and tenderness in a stunning, totally believable performance that, I know will live in my mind forever. They changed me somehow. I was forced to look at something in a different way, without preconceptions. Gemma Jones and Ian Hart. complete this masterpiece that I intend to see again tonight with a group of friends who, like me, don't know the first thing about the film, other that I loved it. Francis Lee I'm joining the chorus with a heartfelt, thank you.",N/A
999,Deadpool 2,https://www.imdb.com/review/rw4175481/,"Went into this with such high expectations and was hopeful that it would be somewhat reminicient of the first movie, but sadly it was not meant to be. What a let down. Right from the start something seemed off with both the script and acting, it seemed as though the jokes were... missing. I assumed it was a movie that got better the more you watched and they were saving the better laughs for the second half. But no, hardly any memorable jokes, just lots and lots of CG action scenes which seemed boring. I found myself bored and yawning at the thin plot and shallow characters. The X-Force seemed promising but that didn't last long. A very frustrating 2hrs and money wasted on what was essentially a total misfire of a sequel that could have been as entertaining as the first.",Deadpool 2
1000,Deadpool 2,https://www.imdb.com/review/rw4165458/,"Your going to be hard pressed to find a movie more over the top than Deadpool 2, David leitch takes it to a whole new level entirely. It works namely because the violence here is just to creative. Sure it defies all Logic most of the time, but i was laughing and having a rip-roaring time throughout.Go into this movie knowing that it is a campy, corny, over the top superhero/action/comedy that is just about crazy shooting sequences and one-liners, and you'll be fine. Do not go into this movie expecting deep plot, meaningful conversations among characters, or anything remotely resembling a serious action or drama movie. Loved it....",Deadpool 2
1001,Wind River,https://www.imdb.com/review/rw3767888/,"A female FBI agent teams with a veteran game tracker to investigate a bizarre murder on a remote Indian reservation. Director Taylor Sheridan. Stars Jeremy Renner and Elizabeth Olsen as the FBI agent. Viewed at Cannes, 2017, where it won the Best director award in the Un Certain Regard sector.Rape and murder on the reservation with Jeremy Renner really coming into his own as a not particularly handsome leading man. Very strong as the predator hunter with high powered rifle on high speed snowmobile. The picture opens with a long sequence of a woman running barefoot across a vast nighttime snowscape until she finally drops dead. Eventually we will find out that she was brutally gang raped and was fleeing for her life. Reservation great white hunter, Renner, starts an informal investigation on his own. An FBI agent, (Olsen) is called in to assist with the investigation. A junior woman agent is all the FBI cares to spare for this case, obviously regarded as unimportant because who. cares about Indians! But, since only the FBI has police authority on Indian reservation territory they have to make at least a token contribution to the investigationAt the end of this snowy subzero nail biter, Renner having tracked down the main rapist subjects the now wounded and fleeing central SOB to a most satisfying form of vigilante justice -- making him crawl on his belly bloodied and barefoot in the snow to a hideous painfully slow death -- the same kind of death the multiple rape victim at the beginning had to endure. The fetching female FBI agent called in on the case (Elizabeth Olsen) provides a slightly romantic angle to an otherwise edgy all male Indian reservation thriller. Beautiful snowy mountain photography throughout is more than noteworthy. Overall one of the best films of the Cannes week.Kudos to director Taylor Sheridan and all others involved in this remarkable outdoor production. This Weinstein brothers prod was filmed in Utah although the setting is supposedly Wyoming on the Wind River Reservation. An added reality perk, real Indians, not Hollywood palefaces, portray the Native American characters. And do it so well!The Wind River Indian Reservation is an Indian reservation for the Eastern Shoshone and Northern Arapaho tribes of Native Americans in the central western portion of the U.S. state of Wyoming. The entrance to the Wind River Reservation is the small town of Lander, Wyo. which is actually seen in one brief scene, but the magnificent mountain snowscapes we see are all in Utah. Geographical poetic license. Highly recommended off-beat scenic thriller with highly satisfying retribution at the end.",Wind River
1002,Get Out,https://www.imdb.com/review/rw3706457/,"Let's clear the air about this film. It's not a horror film. It's not a comedy. What it is, is a suspenseful thriller of the highest level, worthy to be compared to Hitchcock caliber. The humor is there, along with a few horror scenes, but not enough to overshadow the main theme of the story. The film hits all cylinders with almost no misfires. As far as complaints that the film is racist, it is not. It would work just as well with an all-black or all-white cast. Those complaints are from people who are uncomfortable with black people or interracial relationships and are letting it distract them from the narrative of the film. I most certainly hope that it reaches the wider audience that it so richly deserves.",N/A
1003,Mission: Impossible - Fallout,https://www.imdb.com/review/rw6094357/,"I don't like action movies but...some movies have exception. is the case of Mission: Impossible - Fallout. It's not like Fast & Furious. Do not. it's not that kind of film. It is a smart film with a good character development and a good relationship between them.IF YOU ARE LOOKING FOR A FILM WITH EFFECT EFFECTS EVERY 5 MINUTES CARS EXPLODING EVERY 10, YOU WILL NOT FIND HERE.",Mission: Impossible - Fallout
1004,Mission: Impossible - Fallout,https://www.imdb.com/review/rw5150733/,"The good: Wow. The music, the stunts, the actors, the cities and landscapes. Everything put together amazingly well. And an ending scene that you will never forget. Cruise and McQuarrie did a stunning work here.The bad: Im no expert, but Cavill's acting seem from time to time, poor. Something that you don't notice in the fighting scenes. Also, some people may find the plot quite complicated, and it is. You really need to pay attention. I recommend watching MI5, and, if you have time, all the others. There is reference to all of them along the movie.See this movie on a big screen with good sound!!! Enjoy the full experience",Mission: Impossible - Fallout
1005,A Man Called Ove,https://www.imdb.com/review/rw3458425/,"The movie doesn't do the book justice. I believe the adaption could have been done a lot better. The movie leaves out a lot of crucial scenes that explain why the main character behaves the way he does. The script is also plagued with a problem that is common in Swedish movies. The fact that the dialogue becomes too theatrical and not ringing true.Generally I felt that the acting was sub par. This is somewhat related to the problem with the dialogue; you feel like you're watching actors rather than characters. However, Bahar Pars, Ida Engvoll and Rolf Lassgård were the exceptions. They all did a pretty good job in my opinion. However, although I felt the movie lacking in a lot of areas, the story is pretty good. But I recommend reading the book before seeing the movie, as the book, in my humble opinion, is a lot better.",N/A
1006,A Man Called Ove,https://www.imdb.com/review/rw3405600/,"This movie is about an old man that appears to be grumpy. The story gradually reveals his back-story in a masterful way to explain his behaviour that will probably change your opinion of the main character.I can honestly say that I have never before felt such a strong connection to a character in a movie. This is an absolute masterpiece. The directing of the movie is also great. It's easy to understand who is who and when a flashback occurs even if you have not read the book. The greatness of the movie will be most appreciated if you understand Swedish, but even if you depend on subtitles it will still be a gem that you should not miss out on.I am very conservative with rating movies 10/10, but this one I think truly deserves it!",N/A
1007,What We Do in the Shadows,https://www.imdb.com/review/rw3149079/,"""What We Do in the Shadows"" is a mockumentary about four vampires sharing a flat together. Going into this movie knowing nothing but the above, I did not have any idea what to expect. What I got was one of the funniest movies of this year or any year for that matter. The jokes where brilliant and more importantly, they were frequent and consistently brilliant. I loved the interaction of the main characters with each other and the supporting characters.Each of the main vampires had their moments and were all equally funny. The movie even had werewolves and they were also hilarious. I was also surprised by the special effects which were really well done.At one point it did feel like the jokes were getting old, but just as I had finished that thought, the movie changes and ends brilliantly. Even though there isn't much of a story, it doesn't really matter for this movie. Just watching some of the hilarious chaos that ensues in their everyday life is enough.There are not many movies that make me actually laugh out loud, but this one did on several occasions (usually comedies, even great ones, just keep me grinning through out). This is easily one of the most enjoyable experiences I have had at the cinema.",What We Do in the Shadows
1008,When Marnie Was There,https://www.imdb.com/review/rw3246296/,"I'll just start by recounting the things I appreciate and think this movie did well: The main character Anna's unreality blending with reality. An abandoned mansion across a lake in a quiet village. The tides that open and close a path. Pencil sketches. The decay of a mansion. Illusions from a past. A dance with the flower girl. A haunted silo on a hill. Plenty of sentimental strings. Excessive use of windy field recordings (why else would you watch anime). Self- loathing introvert Anna. Dreamy rich secluded girl Marnie. An old taciturn fisherman. A nighttime picnic with juice and cookies. A classy suits-and-dresses party. ""Fine on the Outside"". Anna passing out in ditches (I'm stretching it now). The whole movie is visually pleasing. I always welcome peaceful depictions of a countryside. I loved that the mystery of the mansion and who Marnie was, lasted long. Patient storytelling is a huge plus. Unfortunately I disliked some things too. Mostly the ending. Anna's self-hatred is neglected by the end. Her character arc doesn't make a lot of sense. She just transforms into this new happy girl, or at least I was left with that impression, which is just the same. It really felt like a gimmick when they faded away the background noise right as the super obvious plot twist was revealed. It's like they're telling us ""you're supposed to be awe-struck now!"". It's effective when you don't see it coming, I guess. But I had figured that Anna already made that connection when she listened to Hisako's completely revealing story. Perhaps she didn't know she was in a movie where nothing can be a coincidence. In the end, the writers mess up a good socially anxious character by embracing, excuse my cynicism, typical family-movie-level optimism. It carefully maneuvers around realer, darker matters (like that of what seems to be her escapist delusions) by stuffing the viewer's throat full of parental love and finding happiness and friendship. All timeless clichés, but so uncalled for here, given the mysterious setting and mature tone of the first three fourths of the movie. Why remain on the surface when there are deeper waters waiting to be explored?You see it's hard for me to find virtue in Marnie and Anna's relationship now that I know the outcome and know who Marnie is. Especially when I know who Marnie is. Tell no one this, but I had my fingers crossed for their relationship to blossom (Ghibli doing yuri would be a sight to behold). Or at least for something more daring and mature to happen. I learned afterwards that this is indeed based on a British children's novel from the 60s, so that explains a lot I guess. Ech. How naive I was to think this was an original and recent creation. Oh well. At least finding solace in illusions is still a beautiful sentiment.",N/A
1009,When Marnie Was There,https://www.imdb.com/review/rw3073602/,"Following Miyazaki's retirement, the pressure was heavy on Director Yonebayashi as the next successor of Ghibli Studio. But in the Japanese multimedia, it was stated by the Former Director Miyazaki and Producer Suzuki that the future successor was finally decided after watching Yonebayashi's first solo directed movie ""When Marnie Was There (2014)"". Was this really the case? My answer - Yes.This movie is unique in a sense that the story revolves around two female protagonists ""Anna"" and ""Marnie""; although it does remind us a hint of the nostalgic movie ""My Neighbour Totoro"" which starred ""Satsuki"" and ""May"", their relationship is far more complex. As the story progresses, their relationship becomes more clear and vivid to the audience, and the confusion of the intertwining reality and the dreamlike world starts to unfold. The two girls go on a journey as they discover each others past and dwells upon their current problems, and gradually develops an unbreakable bond that unites them stronger.Although the trailer did cause some confusing misunderstandings between the two girls in Japan, and at the same time my expectations lowered; after watching the movie it was no doubt a splendid and flawless piece of art both literally and figuratively.It is worth noting that Yonebayashi truly challenged the impossible, as even Miyazaki had once thought of making this novel into a movie but had backed down due to its continuous complex changes that occur in the world of the two girls. Furthermore, Yonebayashi has created his ""own"" depiction of the sky in this movie, and is no longer the ""blue sky"" and ""white clouds"" that Miyazaki has portrayed in his series of work. So we can expect to see his own unique world of Ghibli gradually bloom in the next upcoming years.To summarize the experience, it was astonishing how we, the audience ourselves can go on a journey together with the protagonists to overcome their obstacles. Paying attention to the changes in Anna's facial expressions is extremely crucial if you want to enjoy this movie. The succinct yet complex portrayal of these two girls really make you think of the depths of friendship.To conclude, I would like to end with Suzuki's logo that he had written for the advertising poster. The message of the logo is so sincere that to me there is no better way of epitomizing the message that the author and the director was trying to convey to the audience - 「あなたのことが大好き」- ""I love you""; an unconditional love.",When Marnie Was There
1010,The Theory of Everything,https://www.imdb.com/review/rw3132541/,"This movie completely misses the mark. The world is interested in Stephen Hawking for his scientific contributions to the world. The fact he has a horrible illness is incidental. This movie drags the viewer through the weeds of Hawking's pain and suffering and never let's up until the final minutes of the movie. It was exhausting to watch and leaves the viewer with no real answers to the questions they came to better understand, explore and enjoy. For example, questions like these never get addressed what exactly are Hawking's contributions? How have they shaped thinking and helped develop a better understanding of the universe? Why was Hawking's PhD thought to be so magnificent and why did Hawking later seek to disprove his original theory? Did he disprove the original theory? How has Hawking been able to live so long despite a two year prognosis given in 1963? What lead Hawking to consider the existence of god?Hawking is played by Eddie Redmayne who does a fabulous job making you feel as though you are watching Hawking himself.This movie is about a man with a horrible illness who happens to be a magnificent scientist. The story should have been told the other way around.",N/A
1011,The Theory of Everything,https://www.imdb.com/review/rw3131118/,"We are all familiar with the story and with Steven Hawking. His groundbreaking work 'A brief History of Time' and devastating disabilities propelled him irrevocably into the public consciousness and immortal fame.But few of us could understand the complexities of his personal life and the shocking divorce in 1990 from his long sacrificing wife of more than 25 years. Indeed that episode served to darken his reputation in the minds of many, including myself, who felt ill at ease with anyone who could leave a partner who had done so much for him just at the long awaited moment when international fame and recognition finally arrived.This wonderful production, so well scripted and paced throughout, serves to explain that vital anomaly in Hawking's life. And it is made all the more poignant as it is based upon the account written by his wife who has borne so much.But it is the breathtaking performance of Eddie Redmayne as Hawking that simply blasted this film into an extraordinary level. It is difficult enough to mimic so famous a person as Hawking and it is even more difficult to portray so accurately the debilitating and gradually increasing effects of Motor Neuron Disease. But to transmit so clearly the profound emotions and inner suffering that Hawking must have experienced in his agonizing journey was a performance that left me quite speechless and at times in uncontrollable tears.It would be a travesty of the industry if Eddie Redmayne is not nominated for an Oscar after this performance. And to my mind it was a work of art that simply cannot be equaled let alone beaten.Have a good handkerchief ready to hand.",The Theory of Everything
1012,Kingsman: The Secret Service,https://www.imdb.com/review/rw3185484/,"An interesting storyline that went from elegant to trashy to sickening to tasteful to distasteful. What kind of people think that exploding heads is a comedy act? Or for that matter, a mother trying to kill her little girl!? Finally, ends with the ""requisite"" piece of ass that serves absolutely no purpose in the story line and is done in such a trashy way. Very crass and off-putting. Vaughn and Goldman seem to have social issues with sick humor. The storyline is fun, clever, whimsical, unexpected, and very 'James Bond' as intended. It was a delightful--except for the ""comic touches"" that ruin it and are distasteful. The actors were very appealing -- and elegant. It was not Oscar/BAFTA-worthy, but was fun. Except for the parts that kick you in the gut. And if my review makes you feel like a yo-yo going upper, downer, upper, downer...that is the way the movie feels.",N/A
1013,The Fault in Our Stars,https://www.imdb.com/review/rw3029778/,"It is nearly impossible to make a film about terminal illness and not make it heartfelt. The Fault in Our Stars has its heart in the right place but – WOW! – you walk out wishing that someone would shake the dust and clutter and broken fragments off the screenplay so it can flow with more efficiency. Here is a movie that is so busy being profound that the characters feel trapped by plot gimmicks and stale dialogue.Based on the bestselling book by John Greene, the movie stars the talented Shailene Woodly as Hazel Grace Lancaster, a teenager with Stage 4 thyroid cancer with metastasis forming in her lungs. She's been living with this disease since she was 13, and now she lugs around an oxygen tank with a nasal cannula. Hazel is distant, a bit surly and more than a little bit cynical about the world. In other words, she's a normal teenager. Her parents force her to attend a cancer survivor support group that is led by an overly emotional group leader who begins each session by unrolling a large rug with a big – and somewhat unnerving – picture of Jesus on it.One day in group she meets Augustus Waters (Ansel Elgort), a fellow teen who confidently announces that he is suffering from osteosarcoma which has already claimed the lower part of his right leg. He's a nice guy that Hazel meet-cutes when she bumps into him in the hallway. There is little resistance from either side as to how they feel about one another and in the blink of an eye, they fall in love.That's more or less all that you need to know. The connection between Hazel and Augustus is not really built on chemistry but on the fact that they both suffer from terminal illness. The movie doesn't have the flow of real life, but is built on conventions of the plot. Everything in their relationship is calculated for effect, we get gimmicks instead of narrative. For example, Augustus carries around a pack of cigarettes and occasionally puts one in his mouth. Hazel is disgusted but Augustus offers this explanation: ""They don't kill you unless you light them. And I've never lit one. It's a metaphor, see: You put the killing thing right between your teeth, but you don't give it the power to do its killing. A metaphor."" That's fine, but the sight of Augustus with the cigarette in his mouth looks as ridiculous as it sounds. He puts the unlit cigarette in his mouth so often that we want to take his away from him and say ""STOP THAT!!"" The movie is loaded with strange moments like that. There is an odd subplot about a book that Hazel has read over and over by a mysterious author named Peter Van Haughton who has apparently disappeared into seclusion somewhere in Amsterdam. After a long and pointless series of arguments with doctors and with Hazel's parent, she and Augustus accept an invitation to fly to Amsterdam to meet him. Van Haughton is played in an angry performance by Willem DeFoe that seems shoe-horned in as if he were visiting from a different movie.Worse is what comes next. Hazel and Augustus visit Anne Frank's house. Naturally, Hazel has trouble climbing the series of steep staircases. When she reaches the famous attic, there is little to no attention paid to the fact that they are in Anne Frank's famous hiding place. Instead, the scene climaxes with Hazel and Augustus's first kiss, to which all the strangers around them begin to applaud.The movie never really deals with the issue of what it is like to live with cancer, or the inevitability that it will claim your life. The dialogue lightly dances around these issues but no one ever gets serious about discussing them. They know they're going to die but neither Augustus nor Hazel ever get down to the serious business of discussing what lies on the other side. Augustus talks a lot about ""oblivion"", which indicates that he is an atheist, but the movie doesn't go there. We know from the beginning that one or both characters will face the final curtain before the movie is over, but the film's final act is a long – very long – series of slow passages about eulogies and final wishes that goes on and on and on. It should be moving us to tears but you find yourself checking your watch instead.Hazel informs us in the beginning that ""Pain deserves to be felt."" We agree, but the movie could do with a lot more pain and a lot less catharsis. The characters talk and talk and talk and talk, but nothing they have to say has any real meaning. Death is the inevitability of this story, but there's such a long and drawn-out funerary tone to the film's third act that is tinged with so much hope and finality that it feels like the happiest sad ending you've ever seen.",The Fault in Our Stars
1014,The Fault in Our Stars,https://www.imdb.com/review/rw5487241/,"One of the best romance movies I have ever seen and one of my favorite movies that I have ever seen. I loved the book and I loved the movie even more. The writing, plot, story, and screenplay were fantastic. Shaileen Woodley and Ansel Elgort's performances in the film as Hazel and Augustus were spectacular. The Fault in Our Stars is gorgeous, funny and sad at the same time and it shows true love can be found no matter what. Loved it so much.",The Fault in Our Stars
1015,Me and Earl and the Dying Girl,https://www.imdb.com/review/rw3632768/,"If I had to pick a single genre of Hollywood movies to save from a global catastrophe, I'd go with the coming of age films. Because it's probably the only type of films in which it's not just about business and grossing revenues. Such movies are also a way to establish a communication between generations, to talk to our youth and both teach them something and explain that the world around isn't as cold and ugly as they might think. Not every film succeeds at that cultural mission, but at least most sincerely try. Which, in the modern world where kids are especially estranged from their parents, is a big deal indeed.Me and Earl and the Dying Girl is another step forward in this intergenerational dialogue. But, unlike some parents who honestly believe that since they are not young themselves then their kids' issues are nothing but some laughable nonsense, this film never ridicules its heroes.Nor does it oversweeten things. MaEatDG might sound similar to The Fault In Our Stars because it revolves around the topic of cancer, but, besides that, those films have nothing in common. And it's a good thing, because the last thing TFiOS had was sincerity. Instead, that movie glamorized cancer and that feeling of being terminally ill as if it's some sexy little perk that only makes you more appealing or interesting. However, death is definitely no fun, and fighting death might be an even less of it, which is the dark part of the picture MaEatDG didn't shy away from showing. Showing without making things pretty or convenient, and showing without intentionally making them too ugly to squeeze yet another tear of forcibly induced sympathy. Nah, unlike John Green, Jesse Andrews, on whose novel this film is based upon, decided to use more delicate colors and emotional intonations to make the story of Greg and Rachel both believable and relatable.One needs a big talent to make a gripping story about the things that happen to people routinely. And let's be sincere: just like becoming an adult, death is something most of us have a first-hand knowledge about. So I'm genuinely amazed how Alfonso Gomez-Rejon managed to pull off a movie so deep and touching about the issues so familiar and maybe even banal: finding your true self, establishing a real cost of friendship, learning to love others and yourself, fighting for personal liberty of creativity and choice. When we grow older, we tend to lose those memories of the time when we were still in the making as humans. And if this film manages to remind someone on the older side how it is to be that ball of clay, still unsure which shape to take, and maybe show someone on the younger side that the life is beautiful enough to find courage to explore it, then Hollywood hasn't been completely in vain.",Me and Earl and the Dying Girl
1016,Me and Earl and the Dying Girl,https://www.imdb.com/review/rw3177172/,"I saw Me & Earl last week at Sundance and have not stopped thinking about it. That is a long (6 day) shelf life. What more can one ask from a film? The writing and execution is elite quality. All scenes seem necessary. Parent/child relationships, peer relationships, teacher/student relationships all are captured in humorous and touching ways. Life and death realities are also visited through the lens of ""kids"" who make as much sense as possible when facing the grim possibilities of severe illness.Sorry to be redundant from other reviews but this darn film has HEART and should be required viewing for anyone who sees at least one movie a year.Thanks to the team that made this one happen.",Me and Earl and the Dying Girl
