,sentence,table,location,month
5162,there are 53 cases in azerbaijan in march.,total confirmed,azerbaijan,march
5163,there are 53 confirmed cases in azerbaijan .,total confirmed,azerbaijan,march
5164,there are 53 total cases in azerbaijan .,total confirmed,azerbaijan,march
5165,there are 53 cases in azerbaijan .,total confirmed,azerbaijan,march
5166,there are 0 total confirmed cases in bahrain in january.,total confirmed,bahrain,january
5167,there are 0 confirmed cases in bahrain in january.,total confirmed,bahrain,january
5168,there are 0 total cases in bahrain in january.,total confirmed,bahrain,january
5169,there are 0 cases in bahrain in january.,total confirmed,bahrain,january
5170,there are 41 total confirmed cases in bahrain in february.,total confirmed,bahrain,february
5171,there are 41 confirmed cases in bahrain in february.,total confirmed,bahrain,february
5172,there are 41 total cases in bahrain in february.,total confirmed,bahrain,february
5173,there are 41 cases in bahrain in february.,total confirmed,bahrain,february
5174,there are 305 total confirmed cases in bahrain in march.,total confirmed,bahrain,march
5175,there are 305 confirmed cases in bahrain in march.,total confirmed,bahrain,march
5176,there are 305 total cases in bahrain in march.,total confirmed,bahrain,march
5177,there are 305 total confirmed cases in bahrain .,total confirmed,bahrain,march
5178,there are 305 cases in bahrain in march.,total confirmed,bahrain,march
5179,there are 305 confirmed cases in bahrain .,total confirmed,bahrain,march
5180,there are 305 total cases in bahrain .,total confirmed,bahrain,march
5181,there are 305 cases in bahrain .,total confirmed,bahrain,march
5182,there are 0 total confirmed cases in bangladesh in january.,total confirmed,bangladesh,january
5183,there are 0 confirmed cases in bangladesh in january.,total confirmed,bangladesh,january
5184,there are 0 total cases in bangladesh in january.,total confirmed,bangladesh,january
5185,there are 0 cases in bangladesh in january.,total confirmed,bangladesh,january
5186,there are 0 total confirmed cases in bangladesh in february.,total confirmed,bangladesh,february
5187,there are 0 confirmed cases in bangladesh in february.,total confirmed,bangladesh,february
5188,there are 0 total cases in bangladesh in february.,total confirmed,bangladesh,february
5189,there are 0 cases in bangladesh in february.,total confirmed,bangladesh,february
5190,there are 25 total confirmed cases in bangladesh in march.,total confirmed,bangladesh,march
5191,there are 25 confirmed cases in bangladesh in march.,total confirmed,bangladesh,march
5192,there are 25 total cases in bangladesh in march.,total confirmed,bangladesh,march
5193,there are 25 total confirmed cases in bangladesh .,total confirmed,bangladesh,march
5194,there are 25 cases in bangladesh in march.,total confirmed,bangladesh,march
5195,there are 25 confirmed cases in bangladesh .,total confirmed,bangladesh,march
5196,there are 25 total cases in bangladesh .,total confirmed,bangladesh,march
5197,there are 25 cases in bangladesh .,total confirmed,bangladesh,march
5198,there are 0 total confirmed cases in belarus in january.,total confirmed,belarus,january
5199,there are 0 confirmed cases in belarus in january.,total confirmed,belarus,january
5200,there are 0 total cases in belarus in january.,total confirmed,belarus,january
5201,there are 0 cases in belarus in january.,total confirmed,belarus,january
5202,there are 1 total confirmed cases in belarus in february.,total confirmed,belarus,february
5203,there are 1 confirmed cases in belarus in february.,total confirmed,belarus,february
5204,there are 1 total cases in belarus in february.,total confirmed,belarus,february
5205,there are 1 cases in belarus in february.,total confirmed,belarus,february
5206,there are 76 total confirmed cases in belarus in march.,total confirmed,belarus,march
5207,there are 76 confirmed cases in belarus in march.,total confirmed,belarus,march
5208,there are 76 total cases in belarus in march.,total confirmed,belarus,march
5209,there are 76 total confirmed cases in belarus .,total confirmed,belarus,march
5210,there are 76 cases in belarus in march.,total confirmed,belarus,march
5211,there are 76 confirmed cases in belarus .,total confirmed,belarus,march
5212,there are 76 total cases in belarus .,total confirmed,belarus,march
5213,there are 76 cases in belarus .,total confirmed,belarus,march
5214,there are 0 total confirmed cases in belgium in january.,total confirmed,belgium,january
5215,there are 0 confirmed cases in belgium in january.,total confirmed,belgium,january
5216,there are 0 total cases in belgium in january.,total confirmed,belgium,january
5217,there are 0 cases in belgium in january.,total confirmed,belgium,january
5218,there are 1 total confirmed cases in belgium in february.,total confirmed,belgium,february
5219,there are 1 confirmed cases in belgium in february.,total confirmed,belgium,february
5220,there are 1 total cases in belgium in february.,total confirmed,belgium,february
5221,there are 1 cases in belgium in february.,total confirmed,belgium,february
5222,there are 2815 total confirmed cases in belgium in march.,total confirmed,belgium,march
5223,there are 2815 confirmed cases in belgium in march.,total confirmed,belgium,march
5224,there are 2815 total cases in belgium in march.,total confirmed,belgium,march
5225,there are 2815 total confirmed cases in belgium .,total confirmed,belgium,march
5226,there are 2815 cases in belgium in march.,total confirmed,belgium,march
5227,there are 2815 confirmed cases in belgium .,total confirmed,belgium,march
5228,there are 2815 total cases in belgium .,total confirmed,belgium,march
5229,there are 2815 cases in belgium .,total confirmed,belgium,march
5230,there are 0 total confirmed cases in benin in january.,total confirmed,benin,january
5231,there are 0 confirmed cases in benin in january.,total confirmed,benin,january
5232,there are 0 total cases in benin in january.,total confirmed,benin,january
5233,there are 0 cases in benin in january.,total confirmed,benin,january
5234,there are 0 total confirmed cases in benin in february.,total confirmed,benin,february
5235,there are 0 confirmed cases in benin in february.,total confirmed,benin,february
5236,there are 0 total cases in benin in february.,total confirmed,benin,february
5237,there are 0 cases in benin in february.,total confirmed,benin,february
5238,there are 2 total confirmed cases in benin in march.,total confirmed,benin,march
5239,there are 2 confirmed cases in benin in march.,total confirmed,benin,march
5240,there are 2 total cases in benin in march.,total confirmed,benin,march
5241,there are 2 total confirmed cases in benin .,total confirmed,benin,march
5242,there are 2 cases in benin in march.,total confirmed,benin,march
5243,there are 2 confirmed cases in benin .,total confirmed,benin,march
5244,there are 2 total cases in benin .,total confirmed,benin,march
5245,there are 2 cases in benin .,total confirmed,benin,march
5246,there are 0 total confirmed cases in bhutan in january.,total confirmed,bhutan,january
5247,there are 0 confirmed cases in bhutan in january.,total confirmed,bhutan,january
5248,there are 0 total cases in bhutan in january.,total confirmed,bhutan,january
5249,there are 0 cases in bhutan in january.,total confirmed,bhutan,january
5250,there are 0 total confirmed cases in bhutan in february.,total confirmed,bhutan,february
5251,there are 0 confirmed cases in bhutan in february.,total confirmed,bhutan,february
5252,there are 0 total cases in bhutan in february.,total confirmed,bhutan,february
5253,there are 0 cases in bhutan in february.,total confirmed,bhutan,february
5254,there are 2 total confirmed cases in bhutan in march.,total confirmed,bhutan,march
5255,there are 2 confirmed cases in bhutan in march.,total confirmed,bhutan,march
5256,there are 2 total cases in bhutan in march.,total confirmed,bhutan,march
5257,there are 2 total confirmed cases in bhutan .,total confirmed,bhutan,march
5258,there are 2 cases in bhutan in march.,total confirmed,bhutan,march
5259,there are 2 confirmed cases in bhutan .,total confirmed,bhutan,march
5260,there are 2 total cases in bhutan .,total confirmed,bhutan,march
5261,there are 2 cases in bhutan .,total confirmed,bhutan,march
5262,there are 0 total confirmed cases in bolivia in january.,total confirmed,bolivia,january
5263,there are 0 confirmed cases in bolivia in january.,total confirmed,bolivia,january
5264,there are 0 total cases in bolivia in january.,total confirmed,bolivia,january
5265,there are 0 cases in bolivia in january.,total confirmed,bolivia,january
5266,there are 0 total confirmed cases in bolivia in february.,total confirmed,bolivia,february
5267,there are 0 confirmed cases in bolivia in february.,total confirmed,bolivia,february
5268,there are 0 total cases in bolivia in february.,total confirmed,bolivia,february
5269,there are 0 cases in bolivia in february.,total confirmed,bolivia,february
5270,there are 19 total confirmed cases in bolivia in march.,total confirmed,bolivia,march
5271,there are 19 confirmed cases in bolivia in march.,total confirmed,bolivia,march
5272,there are 19 total cases in bolivia in march.,total confirmed,bolivia,march
5273,there are 19 total confirmed cases in bolivia .,total confirmed,bolivia,march
5274,there are 19 cases in bolivia in march.,total confirmed,bolivia,march
5275,there are 19 confirmed cases in bolivia .,total confirmed,bolivia,march
5276,there are 19 total cases in bolivia .,total confirmed,bolivia,march
5277,there are 19 cases in bolivia .,total confirmed,bolivia,march
5278,there are 0 total confirmed cases in bosnia and herzegovina in january.,total confirmed,bosnia and herzegovina,january
5279,there are 0 confirmed cases in bosnia and herzegovina in january.,total confirmed,bosnia and herzegovina,january
5280,there are 0 total cases in bosnia and herzegovina in january.,total confirmed,bosnia and herzegovina,january
5281,there are 0 cases in bosnia and herzegovina in january.,total confirmed,bosnia and herzegovina,january
5282,there are 0 total confirmed cases in bosnia and herzegovina in february.,total confirmed,bosnia and herzegovina,february
5283,there are 0 confirmed cases in bosnia and herzegovina in february.,total confirmed,bosnia and herzegovina,february
5284,there are 0 total cases in bosnia and herzegovina in february.,total confirmed,bosnia and herzegovina,february
5285,there are 0 cases in bosnia and herzegovina in february.,total confirmed,bosnia and herzegovina,february
5286,there are 93 total confirmed cases in bosnia and herzegovina in march.,total confirmed,bosnia and herzegovina,march
5287,there are 93 confirmed cases in bosnia and herzegovina in march.,total confirmed,bosnia and herzegovina,march
5288,there are 93 total cases in bosnia and herzegovina in march.,total confirmed,bosnia and herzegovina,march
5289,there are 93 total confirmed cases in bosnia and herzegovina .,total confirmed,bosnia and herzegovina,march
5290,there are 93 cases in bosnia and herzegovina in march.,total confirmed,bosnia and herzegovina,march
5291,there are 93 confirmed cases in bosnia and herzegovina .,total confirmed,bosnia and herzegovina,march
5292,there are 93 total cases in bosnia and herzegovina .,total confirmed,bosnia and herzegovina,march
5293,there are 93 cases in bosnia and herzegovina .,total confirmed,bosnia and herzegovina,march
5294,there are 0 total confirmed cases in brazil in january.,total confirmed,brazil,january
5295,there are 0 confirmed cases in brazil in january.,total confirmed,brazil,january
5296,there are 0 total cases in brazil in january.,total confirmed,brazil,january
5297,there are 0 cases in brazil in january.,total confirmed,brazil,january
5298,there are 2 total confirmed cases in brazil in february.,total confirmed,brazil,february
5299,there are 2 confirmed cases in brazil in february.,total confirmed,brazil,february
5300,there are 2 total cases in brazil in february.,total confirmed,brazil,february
5301,there are 2 cases in brazil in february.,total confirmed,brazil,february
5302,there are 1021 total confirmed cases in brazil in march.,total confirmed,brazil,march
5303,there are 1021 confirmed cases in brazil in march.,total confirmed,brazil,march
5304,there are 1021 total cases in brazil in march.,total confirmed,brazil,march
5305,there are 1021 total confirmed cases in brazil .,total confirmed,brazil,march
5306,there are 1021 cases in brazil in march.,total confirmed,brazil,march
5307,there are 1021 confirmed cases in brazil .,total confirmed,brazil,march
5308,there are 1021 total cases in brazil .,total confirmed,brazil,march
5309,there are 1021 cases in brazil .,total confirmed,brazil,march
5310,there are 0 total confirmed cases in brunei in january.,total confirmed,brunei,january
5311,there are 0 confirmed cases in brunei in january.,total confirmed,brunei,january
5312,there are 0 total cases in brunei in january.,total confirmed,brunei,january
5313,there are 0 cases in brunei in january.,total confirmed,brunei,january
5314,there are 0 total confirmed cases in brunei in february.,total confirmed,brunei,february
5315,there are 0 confirmed cases in brunei in february.,total confirmed,brunei,february
5316,there are 0 total cases in brunei in february.,total confirmed,brunei,february
5317,there are 0 cases in brunei in february.,total confirmed,brunei,february
5318,there are 83 total confirmed cases in brunei in march.,total confirmed,brunei,march
5319,there are 83 confirmed cases in brunei in march.,total confirmed,brunei,march
5320,there are 83 total cases in brunei in march.,total confirmed,brunei,march
5321,there are 83 total confirmed cases in brunei .,total confirmed,brunei,march
5322,there are 83 cases in brunei in march.,total confirmed,brunei,march
5323,there are 83 confirmed cases in brunei .,total confirmed,brunei,march
5324,there are 83 total cases in brunei .,total confirmed,brunei,march
5325,there are 83 cases in brunei .,total confirmed,brunei,march
5326,there are 0 total confirmed cases in bulgaria in january.,total confirmed,bulgaria,january
5327,there are 0 confirmed cases in bulgaria in january.,total confirmed,bulgaria,january
5328,there are 0 total cases in bulgaria in january.,total confirmed,bulgaria,january
5329,there are 0 cases in bulgaria in january.,total confirmed,bulgaria,january
5330,there are 0 total confirmed cases in bulgaria in february.,total confirmed,bulgaria,february
5331,there are 0 confirmed cases in bulgaria in february.,total confirmed,bulgaria,february
5332,there are 0 total cases in bulgaria in february.,total confirmed,bulgaria,february
5333,there are 0 cases in bulgaria in february.,total confirmed,bulgaria,february
5334,there are 163 total confirmed cases in bulgaria in march.,total confirmed,bulgaria,march
5335,there are 163 confirmed cases in bulgaria in march.,total confirmed,bulgaria,march
5336,there are 163 total cases in bulgaria in march.,total confirmed,bulgaria,march
5337,there are 163 total confirmed cases in bulgaria .,total confirmed,bulgaria,march
5338,there are 163 cases in bulgaria in march.,total confirmed,bulgaria,march
5339,there are 163 confirmed cases in bulgaria .,total confirmed,bulgaria,march
5340,there are 163 total cases in bulgaria .,total confirmed,bulgaria,march
5341,there are 163 cases in bulgaria .,total confirmed,bulgaria,march
5342,there are 0 total confirmed cases in burkina faso in january.,total confirmed,burkina faso,january
5343,there are 0 confirmed cases in burkina faso in january.,total confirmed,burkina faso,january
5344,there are 0 total cases in burkina faso in january.,total confirmed,burkina faso,january
5345,there are 0 cases in burkina faso in january.,total confirmed,burkina faso,january
5346,there are 0 total confirmed cases in burkina faso in february.,total confirmed,burkina faso,february
5347,there are 0 confirmed cases in burkina faso in february.,total confirmed,burkina faso,february
5348,there are 0 total cases in burkina faso in february.,total confirmed,burkina faso,february
5349,there are 0 cases in burkina faso in february.,total confirmed,burkina faso,february
5350,there are 64 total confirmed cases in burkina faso in march.,total confirmed,burkina faso,march
5351,there are 64 confirmed cases in burkina faso in march.,total confirmed,burkina faso,march
5352,there are 64 total cases in burkina faso in march.,total confirmed,burkina faso,march
5353,there are 64 total confirmed cases in burkina faso .,total confirmed,burkina faso,march
5354,there are 64 cases in burkina faso in march.,total confirmed,burkina faso,march
5355,there are 64 confirmed cases in burkina faso .,total confirmed,burkina faso,march
5356,there are 64 total cases in burkina faso .,total confirmed,burkina faso,march
5357,there are 64 cases in burkina faso .,total confirmed,burkina faso,march
5358,there are 1 total confirmed cases in cambodia in january.,total confirmed,cambodia,january
5359,there are 1 confirmed cases in cambodia in january.,total confirmed,cambodia,january
5360,there are 1 total cases in cambodia in january.,total confirmed,cambodia,january
5361,there are 1 cases in cambodia in january.,total confirmed,cambodia,january
5362,there are 1 total confirmed cases in cambodia in february.,total confirmed,cambodia,february
5363,there are 1 confirmed cases in cambodia in february.,total confirmed,cambodia,february
5364,there are 1 total cases in cambodia in february.,total confirmed,cambodia,february
5365,there are 1 cases in cambodia in february.,total confirmed,cambodia,february
5366,there are 53 total confirmed cases in cambodia in march.,total confirmed,cambodia,march
5367,there are 53 confirmed cases in cambodia in march.,total confirmed,cambodia,march
5368,there are 53 total cases in cambodia in march.,total confirmed,cambodia,march
5369,there are 53 total confirmed cases in cambodia .,total confirmed,cambodia,march
5370,there are 53 cases in cambodia in march.,total confirmed,cambodia,march
5371,there are 53 confirmed cases in cambodia .,total confirmed,cambodia,march
5372,there are 53 total cases in cambodia .,total confirmed,cambodia,march
5373,there are 53 cases in cambodia .,total confirmed,cambodia,march
5374,there are 0 total confirmed cases in cameroon in january.,total confirmed,cameroon,january
5375,there are 0 confirmed cases in cameroon in january.,total confirmed,cameroon,january
5376,there are 0 total cases in cameroon in january.,total confirmed,cameroon,january
5377,there are 0 cases in cameroon in january.,total confirmed,cameroon,january
5378,there are 0 total confirmed cases in cameroon in february.,total confirmed,cameroon,february
5379,there are 0 confirmed cases in cameroon in february.,total confirmed,cameroon,february
5380,there are 0 total cases in cameroon in february.,total confirmed,cameroon,february
5381,there are 0 cases in cameroon in february.,total confirmed,cameroon,february
5382,there are 27 total confirmed cases in cameroon in march.,total confirmed,cameroon,march
5383,there are 27 confirmed cases in cameroon in march.,total confirmed,cameroon,march
5384,there are 27 total cases in cameroon in march.,total confirmed,cameroon,march
5385,there are 27 total confirmed cases in cameroon .,total confirmed,cameroon,march
5386,there are 27 cases in cameroon in march.,total confirmed,cameroon,march
5387,there are 27 confirmed cases in cameroon .,total confirmed,cameroon,march
5388,there are 27 total cases in cameroon .,total confirmed,cameroon,march
5389,there are 27 cases in cameroon .,total confirmed,cameroon,march
5390,there are 4 total confirmed cases in canada in january.,total confirmed,canada,january
5391,there are 4 confirmed cases in canada in january.,total confirmed,canada,january
5392,there are 4 total cases in canada in january.,total confirmed,canada,january
5393,there are 4 cases in canada in january.,total confirmed,canada,january
5394,there are 20 total confirmed cases in canada in february.,total confirmed,canada,february
5395,there are 20 confirmed cases in canada in february.,total confirmed,canada,february
5396,there are 20 total cases in canada in february.,total confirmed,canada,february
5397,there are 20 cases in canada in february.,total confirmed,canada,february
5398,there are 1278 total confirmed cases in canada in march.,total confirmed,canada,march
5399,there are 1278 confirmed cases in canada in march.,total confirmed,canada,march
5400,there are 1278 total cases in canada in march.,total confirmed,canada,march
5401,there are 1278 total confirmed cases in canada .,total confirmed,canada,march
5402,there are 1278 cases in canada in march.,total confirmed,canada,march
5403,there are 1278 confirmed cases in canada .,total confirmed,canada,march
5404,there are 1278 total cases in canada .,total confirmed,canada,march
5405,there are 1278 cases in canada .,total confirmed,canada,march
5406,there are 0 total confirmed cases in central african republic in january.,total confirmed,central african republic,january
5407,there are 0 confirmed cases in central african republic in january.,total confirmed,central african republic,january
5408,there are 0 total cases in central african republic in january.,total confirmed,central african republic,january
5409,there are 0 cases in central african republic in january.,total confirmed,central african republic,january
5410,there are 0 total confirmed cases in central african republic in february.,total confirmed,central african republic,february
5411,there are 0 confirmed cases in central african republic in february.,total confirmed,central african republic,february
5412,there are 0 total cases in central african republic in february.,total confirmed,central african republic,february
5413,there are 0 cases in central african republic in february.,total confirmed,central african republic,february
5414,there are 3 total confirmed cases in central african republic in march.,total confirmed,central african republic,march
5415,there are 3 confirmed cases in central african republic in march.,total confirmed,central african republic,march
5416,there are 3 total cases in central african republic in march.,total confirmed,central african republic,march
5417,there are 3 total confirmed cases in central african republic .,total confirmed,central african republic,march
5418,there are 3 cases in central african republic in march.,total confirmed,central african republic,march
5419,there are 3 confirmed cases in central african republic .,total confirmed,central african republic,march
5420,there are 3 total cases in central african republic .,total confirmed,central african republic,march
5421,there are 3 cases in central african republic .,total confirmed,central african republic,march
5422,there are 0 total confirmed cases in chile in january.,total confirmed,chile,january
5423,there are 0 confirmed cases in chile in january.,total confirmed,chile,january
5424,there are 0 total cases in chile in january.,total confirmed,chile,january
5425,there are 0 cases in chile in january.,total confirmed,chile,january
5426,there are 0 total confirmed cases in chile in february.,total confirmed,chile,february
5427,there are 0 confirmed cases in chile in february.,total confirmed,chile,february
5428,there are 0 total cases in chile in february.,total confirmed,chile,february
5429,there are 0 cases in chile in february.,total confirmed,chile,february
5430,there are 537 total confirmed cases in chile in march.,total confirmed,chile,march
5431,there are 537 confirmed cases in chile in march.,total confirmed,chile,march
5432,there are 537 total cases in chile in march.,total confirmed,chile,march
5433,there are 537 total confirmed cases in chile .,total confirmed,chile,march
5434,there are 537 cases in chile in march.,total confirmed,chile,march
5435,there are 537 confirmed cases in chile .,total confirmed,chile,march
5436,there are 537 total cases in chile .,total confirmed,chile,march
5437,there are 537 cases in chile .,total confirmed,chile,march
5438,there are 9802 total confirmed cases in china in january.,total confirmed,china,january
5439,there are 9802 confirmed cases in china in january.,total confirmed,china,january
5440,there are 9802 total cases in china in january.,total confirmed,china,january
5441,there are 9802 cases in china in january.,total confirmed,china,january
5442,there are 79356 total confirmed cases in china in february.,total confirmed,china,february
5443,there are 79356 confirmed cases in china in february.,total confirmed,china,february
5444,there are 79356 total cases in china in february.,total confirmed,china,february
5445,there are 79356 cases in china in february.,total confirmed,china,february
5446,there are 81305 total confirmed cases in china in march.,total confirmed,china,march
5447,there are 81305 confirmed cases in china in march.,total confirmed,china,march
5448,there are 81305 total cases in china in march.,total confirmed,china,march
5449,there are 81305 total confirmed cases in china .,total confirmed,china,march
5450,there are 81305 cases in china in march.,total confirmed,china,march
5451,there are 81305 confirmed cases in china .,total confirmed,china,march
5452,there are 81305 total cases in china .,total confirmed,china,march
5453,there are 81305 cases in china .,total confirmed,china,march
5454,there are 0 total confirmed cases in colombia in january.,total confirmed,colombia,january
5455,there are 0 confirmed cases in colombia in january.,total confirmed,colombia,january
5456,there are 0 total cases in colombia in january.,total confirmed,colombia,january
5457,there are 0 cases in colombia in january.,total confirmed,colombia,january
5458,there are 0 total confirmed cases in colombia in february.,total confirmed,colombia,february
5459,there are 0 confirmed cases in colombia in february.,total confirmed,colombia,february
5460,there are 0 total cases in colombia in february.,total confirmed,colombia,february
5461,there are 0 cases in colombia in february.,total confirmed,colombia,february
5462,there are 196 total confirmed cases in colombia in march.,total confirmed,colombia,march
5463,there are 196 confirmed cases in colombia in march.,total confirmed,colombia,march
5464,there are 196 total cases in colombia in march.,total confirmed,colombia,march
5465,there are 196 total confirmed cases in colombia .,total confirmed,colombia,march
5466,there are 196 cases in colombia in march.,total confirmed,colombia,march
5467,there are 196 confirmed cases in colombia .,total confirmed,colombia,march
5468,there are 196 total cases in colombia .,total confirmed,colombia,march
5469,there are 196 cases in colombia .,total confirmed,colombia,march
5470,there are 0 total confirmed cases in congo (brazzaville) in january.,total confirmed,congo (brazzaville),january
5471,there are 0 confirmed cases in congo (brazzaville) in january.,total confirmed,congo (brazzaville),january
5472,there are 0 total cases in congo (brazzaville) in january.,total confirmed,congo (brazzaville),january
5473,there are 0 cases in congo (brazzaville) in january.,total confirmed,congo (brazzaville),january
5474,there are 0 total confirmed cases in congo (brazzaville) in february.,total confirmed,congo (brazzaville),february
5475,there are 0 confirmed cases in congo (brazzaville) in february.,total confirmed,congo (brazzaville),february
5476,there are 0 total cases in congo (brazzaville) in february.,total confirmed,congo (brazzaville),february
5477,there are 0 cases in congo (brazzaville) in february.,total confirmed,congo (brazzaville),february
5478,there are 3 total confirmed cases in congo (brazzaville) in march.,total confirmed,congo (brazzaville),march
5479,there are 3 confirmed cases in congo (brazzaville) in march.,total confirmed,congo (brazzaville),march
5480,there are 3 total cases in congo (brazzaville) in march.,total confirmed,congo (brazzaville),march
5481,there are 3 total confirmed cases in congo (brazzaville) .,total confirmed,congo (brazzaville),march
5482,there are 3 cases in congo (brazzaville) in march.,total confirmed,congo (brazzaville),march
5483,there are 3 confirmed cases in congo (brazzaville) .,total confirmed,congo (brazzaville),march
5484,there are 3 total cases in congo (brazzaville) .,total confirmed,congo (brazzaville),march
5485,there are 3 cases in congo (brazzaville) .,total confirmed,congo (brazzaville),march
5486,there are 0 total confirmed cases in congo (kinshasa) in january.,total confirmed,congo (kinshasa),january
5487,there are 0 confirmed cases in congo (kinshasa) in january.,total confirmed,congo (kinshasa),january
5488,there are 0 total cases in congo (kinshasa) in january.,total confirmed,congo (kinshasa),january
5489,there are 0 cases in congo (kinshasa) in january.,total confirmed,congo (kinshasa),january
5490,there are 0 total confirmed cases in congo (kinshasa) in february.,total confirmed,congo (kinshasa),february
5491,there are 0 confirmed cases in congo (kinshasa) in february.,total confirmed,congo (kinshasa),february
5492,there are 0 total cases in congo (kinshasa) in february.,total confirmed,congo (kinshasa),february
5493,there are 0 cases in congo (kinshasa) in february.,total confirmed,congo (kinshasa),february
5494,there are 23 total confirmed cases in congo (kinshasa) in march.,total confirmed,congo (kinshasa),march
5495,there are 23 confirmed cases in congo (kinshasa) in march.,total confirmed,congo (kinshasa),march
5496,there are 23 total cases in congo (kinshasa) in march.,total confirmed,congo (kinshasa),march
5497,there are 23 total confirmed cases in congo (kinshasa) .,total confirmed,congo (kinshasa),march
5498,there are 23 cases in congo (kinshasa) in march.,total confirmed,congo (kinshasa),march
5499,there are 23 confirmed cases in congo (kinshasa) .,total confirmed,congo (kinshasa),march
5500,there are 23 total cases in congo (kinshasa) .,total confirmed,congo (kinshasa),march
5501,there are 23 cases in congo (kinshasa) .,total confirmed,congo (kinshasa),march
5502,there are 0 total confirmed cases in costa rica in january.,total confirmed,costa rica,january
5503,there are 0 confirmed cases in costa rica in january.,total confirmed,costa rica,january
5504,there are 0 total cases in costa rica in january.,total confirmed,costa rica,january
5505,there are 0 cases in costa rica in january.,total confirmed,costa rica,january
5506,there are 0 total confirmed cases in costa rica in february.,total confirmed,costa rica,february
5507,there are 0 confirmed cases in costa rica in february.,total confirmed,costa rica,february
5508,there are 0 total cases in costa rica in february.,total confirmed,costa rica,february
5509,there are 0 cases in costa rica in february.,total confirmed,costa rica,february
5510,there are 117 total confirmed cases in costa rica in march.,total confirmed,costa rica,march
5511,there are 117 confirmed cases in costa rica in march.,total confirmed,costa rica,march
5512,there are 117 total cases in costa rica in march.,total confirmed,costa rica,march
5513,there are 117 total confirmed cases in costa rica .,total confirmed,costa rica,march
5514,there are 117 cases in costa rica in march.,total confirmed,costa rica,march
5515,there are 117 confirmed cases in costa rica .,total confirmed,costa rica,march
5516,there are 117 total cases in costa rica .,total confirmed,costa rica,march
5517,there are 117 cases in costa rica .,total confirmed,costa rica,march
5518,there are 0 total confirmed cases in cote d'ivoire in january.,total confirmed,cote d'ivoire,january
5519,there are 0 confirmed cases in cote d'ivoire in january.,total confirmed,cote d'ivoire,january
5520,there are 0 total cases in cote d'ivoire in january.,total confirmed,cote d'ivoire,january
5521,there are 0 cases in cote d'ivoire in january.,total confirmed,cote d'ivoire,january
5522,there are 0 total confirmed cases in cote d'ivoire in february.,total confirmed,cote d'ivoire,february
5523,there are 0 confirmed cases in cote d'ivoire in february.,total confirmed,cote d'ivoire,february
5524,there are 0 total cases in cote d'ivoire in february.,total confirmed,cote d'ivoire,february
5525,there are 0 cases in cote d'ivoire in february.,total confirmed,cote d'ivoire,february
5526,there are 14 total confirmed cases in cote d'ivoire in march.,total confirmed,cote d'ivoire,march
5527,there are 14 confirmed cases in cote d'ivoire in march.,total confirmed,cote d'ivoire,march
5528,there are 14 total cases in cote d'ivoire in march.,total confirmed,cote d'ivoire,march
5529,there are 14 total confirmed cases in cote d'ivoire .,total confirmed,cote d'ivoire,march
5530,there are 14 cases in cote d'ivoire in march.,total confirmed,cote d'ivoire,march
5531,there are 14 confirmed cases in cote d'ivoire .,total confirmed,cote d'ivoire,march
5532,there are 14 total cases in cote d'ivoire .,total confirmed,cote d'ivoire,march
5533,there are 14 cases in cote d'ivoire .,total confirmed,cote d'ivoire,march
5534,there are 0 total confirmed cases in croatia in january.,total confirmed,croatia,january
5535,there are 0 confirmed cases in croatia in january.,total confirmed,croatia,january
5536,there are 0 total cases in croatia in january.,total confirmed,croatia,january
5537,there are 0 cases in croatia in january.,total confirmed,croatia,january
5538,there are 6 total confirmed cases in croatia in february.,total confirmed,croatia,february
5539,there are 6 confirmed cases in croatia in february.,total confirmed,croatia,february
5540,there are 6 total cases in croatia in february.,total confirmed,croatia,february
5541,there are 6 cases in croatia in february.,total confirmed,croatia,february
5542,there are 206 total confirmed cases in croatia in march.,total confirmed,croatia,march
5543,there are 206 confirmed cases in croatia in march.,total confirmed,croatia,march
5544,there are 206 total cases in croatia in march.,total confirmed,croatia,march
5545,there are 206 total confirmed cases in croatia .,total confirmed,croatia,march
5546,there are 206 cases in croatia in march.,total confirmed,croatia,march
5547,there are 206 confirmed cases in croatia .,total confirmed,croatia,march
5548,there are 206 total cases in croatia .,total confirmed,croatia,march
5549,there are 206 cases in croatia .,total confirmed,croatia,march
5550,there are 0 total confirmed cases in cruise ship in january.,total confirmed,cruise ship,january
5551,there are 0 confirmed cases in cruise ship in january.,total confirmed,cruise ship,january
5552,there are 0 total cases in cruise ship in january.,total confirmed,cruise ship,january
5553,there are 0 cases in cruise ship in january.,total confirmed,cruise ship,january
5554,there are 705 total confirmed cases in cruise ship in february.,total confirmed,cruise ship,february
5555,there are 705 confirmed cases in cruise ship in february.,total confirmed,cruise ship,february
5556,there are 705 total cases in cruise ship in february.,total confirmed,cruise ship,february
5557,there are 705 cases in cruise ship in february.,total confirmed,cruise ship,february
5558,there are 712 total confirmed cases in cruise ship in march.,total confirmed,cruise ship,march
5559,there are 712 confirmed cases in cruise ship in march.,total confirmed,cruise ship,march
5560,there are 712 total cases in cruise ship in march.,total confirmed,cruise ship,march
5561,there are 712 total confirmed cases in cruise ship .,total confirmed,cruise ship,march
5562,there are 712 cases in cruise ship in march.,total confirmed,cruise ship,march
5563,there are 712 confirmed cases in cruise ship .,total confirmed,cruise ship,march
